,created_at,text
1702,Sun Mar 22 15:44:21 +0000 2015,@RAWK_Meltdown Sore loser.
1703,Sun Mar 22 15:42:28 +0000 2015,"Rooney was poor today. 
Yes, he missed the penalty, but in general play as well very slow, sloppy.

We need him to be at his best.
#MUFC"
1704,Sun Mar 22 15:36:24 +0000 2015,Every tweet helps. Donate yours here. #Donate21 http://t.co/OXkS8bi7oi
1705,Sun Mar 22 15:28:30 +0000 2015,"Mata, oh we love you dear!

#MUFC #LIVMUN"
1706,Sun Mar 22 15:28:02 +0000 2015,"Disgraceful from Gerrard, disgraceful from Skrtel.

Then again what else should you expect from such a shit club.
#MUFC #LFC #LIVMUN"
1707,Sun Mar 22 15:25:42 +0000 2015,"Fuck yeah baby!
That's what you call a win
Absolutely loving each second.
Glory Glory Man United.
#MUFC #LIVMUN"
1708,Sun Mar 22 14:36:26 +0000 2015,Today's good deed will only take two clicks. #Donate21 http://t.co/OXkS8bi7oi
1709,Sun Mar 22 14:27:45 +0000 2015,"Let's not get carried away, 45 very difficult minutes coming up, behind enemy lines.
Let's do this.
#MUFC #LIVMUN"
1711,Sun Mar 22 14:22:14 +0000 2015,"Very nervy, very sloppy last 15 minutes. 
Need to calm the fuck down.

#MUFC #MUNLIV"
1712,Sun Mar 22 13:36:24 +0000 2015,Can't afford to donate money? Donate your tweets. #Donate21 http://t.co/OXkS8bi7oi
1713,Sun Mar 22 13:06:37 +0000 2015,"Let's do this. 
#MUFC #LIVMUN"
1714,Sun Mar 22 12:36:21 +0000 2015,Why not donate your tweets? It'll only take 140 characters. #Donate21 http://t.co/OXkS8bi7oi
1715,Sun Mar 22 12:34:07 +0000 2015,"Defenders have to get their shit together today.
Liverpool like to play between defenders and GK, to take GK out of the game.
#LIVMUN"
1716,Sun Mar 22 11:36:26 +0000 2015,I just donated 21 tweets to the Down Syndrome Centre. You can too. #Donate21 http://t.co/OXkS8bi7oi
1717,Sun Mar 22 11:30:00 +0000 2015,"Kick off is still 2 hours away and my TL is already buzzing.
#LFCvsMUFC"
1718,Sat Mar 21 16:17:01 +0000 2015,"Come on Newcastle, one more goal!

#NUFCvAFC"
1719,Sat Mar 21 16:15:51 +0000 2015,"Vardy always has that one good game every 5 months, doesn't he!

#TotLei"
1720,Sat Mar 21 13:30:37 +0000 2015,"Silva, Aguero - you're playing against 10 men WBA, get on the bloody scoresheet!
#FPL #MCIWBA"
1721,Sat Mar 21 13:20:32 +0000 2015,Only good thing is I don't get -3 in #FPL
1722,Sat Mar 21 13:20:08 +0000 2015,"It's twice this season that the wrong player has been sent off.
For the self-proclaimed best league in the world, it's shocking.
#McAuley"
1723,Sun Mar 15 16:58:11 +0000 2015,"To be honest Spurs haven't turned on today. 
But credit to our lads to use it!
#mufc #MUNTOT"
1724,Sun Mar 15 16:54:13 +0000 2015,"Best first half of the season. 
Must keep our heads and see this through. 
#mufc #MUNTOT"
1725,Sun Mar 15 16:10:28 +0000 2015,Who needs Falcao when you have Fellaini 🙌
1726,Sun Mar 15 14:10:52 +0000 2015,"Find José Mourinho very similar to Francis Underwood. 
Would do anything to win. Ruthless pragmatism, ferocious. 
#HouseOfCards #Mourinho"
1728,Sun Mar 15 14:06:58 +0000 2015,"One of the best PL games this season. 
Ruthless pragmatism vs. Pure desire to win. 
End to end stuff. 
#CHESOU #Mourinho #Koeman"
1729,Thu Mar 12 12:59:52 +0000 2015,"LMAO

#CFC #PSG #PSGCHE http://t.co/feJogxjfae"
1730,Tue Mar 10 15:45:49 +0000 2015,"My dear friends, who've been giving me a hard time,remember United always come back. Not the same can be said for Chelsea, Arsenal, India."
1731,Tue Mar 10 15:43:18 +0000 2015,"I don't know what's all the fuss about joyless football.
Yes, we're nowhere near our best but we've played decent enough since Swansea.#MUFC"
1732,Tue Mar 10 15:41:30 +0000 2015,"It's not a great season, but won't be too bad should we finish top 4.
Anyone crying for van Gaal's dismissal now would then be bowing.
#MUFC"
1733,Mon Mar 09 21:45:38 +0000 2015,Taking off Herrera was just a masterstroke from LVG.
1734,Mon Mar 09 21:44:29 +0000 2015,If this is how we plan on playing we're not finishing top 4 by any stretch of imagination.
1735,Mon Mar 09 21:43:25 +0000 2015,"Di María. 
Unacceptable, disgraceful really."
1736,Mon Mar 09 21:41:23 +0000 2015,Please pay 10 million and sell Valencia.
1737,Mon Mar 09 19:07:43 +0000 2015,"Welbeck.  Gamble really. 
Could work, could screw up. 
#mufc #FACup"
1738,Mon Mar 09 19:05:42 +0000 2015,"Put in Falcao/van Persie instead of Fellaini and that's our best squad. 
#mufc #FACup"
1739,Sun Mar 08 18:03:28 +0000 2015,"Blackburn's defensive organization was impressive. 
Pressing - man marking. Well laid out plan.
#LIVBLA"
1740,Sun Mar 08 13:07:36 +0000 2015,"Dani Alves tackle was more like a Sunday league tackle. 

God bless us if we're even thinking of signing him.
#MUFC #FCBRAYO"
1741,Sun Mar 08 06:26:43 +0000 2015,"Sometimes it is the people that no one imagines anything of, who do the things no one can imagine.

Loved the movie, The Imitation Game."
1742,Wed Mar 04 21:47:14 +0000 2015,"Our home performances make me feel we're going to win the league. Our away performances make me feel we're going to the Championship.
#MUFC"
1743,Wed Mar 04 21:31:08 +0000 2015,Fuck yeah baby!
1744,Wed Mar 04 21:22:13 +0000 2015,If we don't win this one. Don't think we're finishing top 4.
1746,Wed Mar 04 20:46:38 +0000 2015,"Just get home 3 points United, all I care about!
#MUFC #NEWMUN"
1747,Wed Mar 04 20:45:24 +0000 2015,Liverpool need to calm the fuck down!
1748,Wed Mar 04 20:42:49 +0000 2015,"Need to put on Mata and/or Falcao.
#MUFC #NEWMUN"
1749,Wed Mar 04 20:42:04 +0000 2015,"di Maria, terrible.
#MUFC #NEWMUN"
1750,Wed Mar 04 19:38:29 +0000 2015,"Come on United, do us proud!
#MUFC #NEWMUN"
1751,Wed Mar 04 18:56:23 +0000 2015,"At least Eriksen, Kane and Austin start.
#FPL"
1752,Wed Mar 04 18:55:02 +0000 2015,"Falcao should be starting ahead of Fellaini, no matter what form he's in.
#MUFC #NEWMUN"
1753,Wed Mar 04 18:54:16 +0000 2015,"I'm not sure how we're lining up.
Fellaini #10 or 5 in midfield.
#MUFC #NEWMUN"
1754,Mon Mar 02 20:15:21 +0000 2015,"#HouseofCardsSeason3 is less fantasy,more politics.
So if you're looking for a fairy tale,watch Once Upon a Time,because shit just got real"
1755,Mon Mar 02 20:11:50 +0000 2015,"Start to finish, House of Cards. 13 straight hours.
Awesome.
#MarathonMonday #HouseofCardsSeason3"
1756,Sun Mar 01 14:36:58 +0000 2015,"Liverpool beating City is what I expected. 
Because 6 teams for 3 spots is better than 5 teams for 2. 
Top 4 race is really crazy."
1757,Sat Feb 28 16:56:23 +0000 2015,Tony Pulis is a legend. Really is.
1758,Sat Feb 28 16:53:24 +0000 2015,"We actually played well against Swansea but today we finished it with goals. 
Very happy. 
#mufc"
1759,Sat Feb 28 16:51:25 +0000 2015,"Glory Glory Manchester United. 
#MUFC #GGMU"
1760,Sat Feb 28 16:24:59 +0000 2015,"It's so stupid to take off Falcao right now. 
#mufc #MUNSUN"
1761,Sat Feb 28 15:32:38 +0000 2015,Radamel has held the ball much much better today. #mufc #MUNSUN
1762,Sat Feb 28 15:25:37 +0000 2015,Ooft.
1764,Sat Feb 28 15:22:38 +0000 2015,Evans is such an idiot.
1765,Sat Feb 28 14:44:36 +0000 2015,"Ángel. Please don't go around shooting from anywhere. If we wanted that we should've kept Nani. 
#mufc #MUNSUN"
1766,Sat Feb 28 14:43:03 +0000 2015,"Jonas Gutierrez is back after beating cancer. 
Salute."
1767,Sat Feb 28 14:41:52 +0000 2015,"Evans though. 😔
#mufc #MUNSUN"
1768,Sat Feb 28 14:41:13 +0000 2015,"Just hope we win today. 
Then we'll stick with Fergie's gift to the world. 4-4-1-1. 
#mufc #MUNSUN"
1769,Sat Feb 28 14:39:48 +0000 2015,"Young and di María wide also mean we're playing like Falcao's ex-clubs. 
Keep an eye on him. 
#mufc #MUNSUN"
1770,Sat Feb 28 14:37:31 +0000 2015,"4-4-1-1 today. 
That's how we roll at United, Louis. 
Now you're getting the hang of it. 
#mufc #MUNSUN"
1771,Sat Feb 28 13:39:35 +0000 2015,"Hope his katra is in someone, somewhere.
#Gutted #RIPLeonardNimoy"
1772,Sat Feb 28 13:37:37 +0000 2015,"Only one Spock, only one Leonard Nimoy.
Rest in Peace Sir.
#RIPLeonardNimoy"
1773,Sat Feb 28 13:06:12 +0000 2015,Toast and coffee and football and drizzle is just awesome.
1774,Fri Feb 27 17:10:57 +0000 2015,"Terry, Kane, Hazard and Austin all are without games this week.
4 dream team players out of action. 
Dream come true :|
#FPL"
1775,Fri Feb 27 16:53:56 +0000 2015,"Can't watch Frank Underwood for the next 2 days.
It shall be Monday Marathon then!
#HouseofCardsSeason3"
1776,Fri Feb 27 06:27:58 +0000 2015,"The next Ra's al Ghul. 
WOW
#Arrow"
1777,Fri Feb 27 06:27:35 +0000 2015,"Arrow ep 15s are always incredible.
Last year it was The Promise and now Nanda Parbat.
Awesome!
#Arrow"
1778,Wed Feb 25 21:38:10 +0000 2015,"Easiest draw of the lot and it finishes 3-1 to Monaco. 
#UCL #ARSvMON"
1780,Wed Feb 25 21:15:39 +0000 2015,"When did Özil get on the field?
#ARSvMON"
1781,Wed Feb 25 21:12:55 +0000 2015,"Berbatov's vision is commendable. Drops into midfield, receives the ball and passes it without even looking. 
#Genius #ARSvMON"
1782,Wed Feb 25 21:00:06 +0000 2015,"Oh Giroud. You're the new Torres. 
#ARSMON"
1783,Wed Feb 25 20:56:03 +0000 2015,Berbatov is so good.
1784,Tue Feb 24 06:43:47 +0000 2015,Feeling when you keep Gayle your power player in fantasy cricket.
1785,Mon Feb 23 17:10:54 +0000 2015,"No doubt:
#SpursAtWembley"
1786,Sun Feb 22 18:16:18 +0000 2015,@ScholesEsque @PeteOfIdiot @ConstantRed @KingCuntona Spurs have the easiest set of games. EL commitments will hamper them.
1787,Sun Feb 22 18:14:33 +0000 2015,@ScholesEsque @PeteOfIdiot @ConstantRed @KingCuntona Believe.
1788,Sun Feb 22 15:33:54 +0000 2015,"Leicester 2-1 Everton.
Foxes showing character. Great stuff.
#EveLei"
1789,Sat Feb 21 17:07:14 +0000 2015,"di Maria is only good when playing on flanks. Was ineffective second half in a more central role.
#MUFC"
1790,Sat Feb 21 17:05:53 +0000 2015,"Today has to be one of the worst days ever. 2 horrible exams, United defeat.
#Gutted"
1791,Sat Feb 21 17:04:28 +0000 2015,"No creativity through central midfield is killing us.
#MUFC"
1792,Sat Feb 21 16:55:23 +0000 2015,"Southampton to win tomorrow. Arsenal go 4th. United out of top 4. 
Back to same old, same old."
1793,Sat Feb 21 16:52:55 +0000 2015,"Haven't been playing well, was going to happen."
1795,Sat Feb 21 16:51:35 +0000 2015,Fuck off.
1796,Sat Feb 21 15:32:26 +0000 2015,FFS. 1-1
1797,Sat Feb 21 15:32:01 +0000 2015,"Like Shaw, incredible run. Intelligent passing, delightful finish!"
1798,Sat Feb 21 15:28:27 +0000 2015,Herrera. Man love!
1799,Sat Feb 21 12:51:46 +0000 2015,"Monaco insisting great clubs interested in Falcao.
Why the hell are you so keen on selling him in the first place!
#Bizzare"
1800,Thu Feb 19 15:29:35 +0000 2015,"@Metro_Sport While we're at it let's buy Hummels, Varane, Strootman, Pogba and Messi too!"
1801,Mon Feb 16 21:40:59 +0000 2015,"We've got to play much much better if we're to beat Arsenal though. 
#MUFC #FACup"
1802,Mon Feb 16 21:39:56 +0000 2015,In the last five fixtures we've won 3-1 thrice. Interesting. #MUFC
1803,Mon Feb 16 21:30:50 +0000 2015,Wayne Champion Rooney!
1804,Mon Feb 16 21:15:44 +0000 2015,"Just give it Fellaini. Sweet. 
#MUFC #FACup"
1805,Mon Feb 16 21:09:02 +0000 2015,"Van Gaal please play Ander more.
#mufc #FACup"
1806,Mon Feb 16 21:07:50 +0000 2015,Herrera. Oh I love you!
1807,Mon Feb 16 18:48:38 +0000 2015,"Herrera starting is delightful. 
Is di María playing second striker or Fellaini. Because sure as hell Rooney won't!
#MUFC #FACup"
1809,Sun Feb 15 17:35:10 +0000 2015,"Suarez with an overhead-scissor, not bad!"
1810,Sun Feb 15 15:53:31 +0000 2015,If only Boro can keep it going.
1811,Sun Feb 15 15:52:12 +0000 2015,"Bradford 2-0 Sunderland.
Upsets in each and every round. Fantastic!
#FACup"
1812,Sat Feb 14 08:24:27 +0000 2015,"Arrow and Flash were great too.
Not a bad week for shows I guess."
1813,Sat Feb 14 08:23:29 +0000 2015,"Suits is the best TV show I've seen.
Just love it.
#Suits"
1814,Fri Feb 13 19:39:29 +0000 2015,"Aubameyang should be finishing that. 
Reus with a good ball. 
#BVB"
1815,Fri Feb 13 19:38:04 +0000 2015,"Elkin Soto. Brilliant finish. 
#BVB"
1816,Wed Feb 11 21:40:51 +0000 2015,"3-1. 
Below par performance but we just love to win dirty, don't we!
3 points in the bag.
#MUFC #MUNBUR"
1817,Wed Feb 11 21:39:54 +0000 2015,"Love you Hammers. Took a point off us, took a point off Southampton.
#WHU #BigSam"
1818,Wed Feb 11 19:41:39 +0000 2015,"Stay up till 1 in the night to find your channel showing technical error.
Fuck off Hathway."
1819,Wed Feb 11 19:00:43 +0000 2015,"@grace11_8 That's last season. 
This season its van Gaal's hate for Herrera."
1820,Wed Feb 11 18:57:06 +0000 2015,"@ScholesEsque 1.Bench Herrera. 
2. Be an arrogant arse. Try to get different results without changing."
1821,Wed Feb 11 18:52:54 +0000 2015,"Janujaz, we all love academy players. But when they only care about shooting not passing they end up in Sunderland. Behave. 
#MUFC #MUNBUR"
1823,Wed Feb 11 18:51:15 +0000 2015,"Mourinho killing me at #FPL 
Oscar :/"
1824,Wed Feb 11 18:50:02 +0000 2015,"Please let Wazza play #10 position. 

#MUFC #MUNBUR"
1825,Wed Feb 11 18:47:59 +0000 2015,"Did Herrera do a Zaha to van Gaal's daughter?!
Can't believe he isn't starting, again. 
#MUFC #MUNBUR"
1826,Wed Feb 11 09:33:06 +0000 2015,"Going to stay up till 3 in the night before test tomorrow. Van Gaal better play Herrera and McNair today. 
#MUFC #MUNBUR"
1827,Tue Feb 10 14:38:07 +0000 2015,West Ham bloody well take some points from Southampton tomorrow.
1828,Tue Feb 10 14:37:29 +0000 2015,"Pressure now getting to van Gaal. Talking about Big Sam in a Manchester United presser.
#MUFC"
1829,Tue Feb 10 14:36:39 +0000 2015,"Reus signing for Dortmund when they're in the drop zone.
Incredible gesture.
#BVB"
1830,Sun Feb 08 18:24:03 +0000 2015,"Louis van Gaal needs to get his shit together.
#MUFC"
1831,Sun Feb 08 18:20:36 +0000 2015,"Robin van Persie was, well.. OK is the word.
We need him to be emphatic, really do.
#MUFC #WHUMUN"
1832,Sun Feb 08 18:18:23 +0000 2015,"Play quality players out of position and you're left with an average performance and Europa League, Louis. 
#MUFC"
1833,Sun Feb 08 18:16:53 +0000 2015,Janujaz has to play more sensibly. Needs to use the width of the pitch and cross it for strikers not cut in and take shots. #MUFC
1834,Sun Feb 08 18:15:19 +0000 2015,"Louis van Gaal needs to go back to the basics. Play Rooney as a forward, 2 central midfielders and throw Valencia and Falcao.
#MUFC #WHUMUN"
1835,Sun Feb 08 18:12:59 +0000 2015,"Really need to pick up points now. March is going to be very tricky- Spurs, Liverpool, Everton, Chelsea.
#MUFC"
1836,Sun Feb 08 18:10:15 +0000 2015,"That being said, disgusting performance. Should be creating more, should be scoring more. #MUFC #WHUMUN"
1838,Sun Feb 08 18:09:26 +0000 2015,"We never give up ;)
#MUFC #WHUMUN"
1839,Sun Feb 08 17:39:54 +0000 2015,Goddammit Janujaz.
1840,Sun Feb 08 17:12:22 +0000 2015,"Come on United, let's win this and close the gap on the noisy neighbors!

#MUFC #WHUMUN"
1841,Sun Feb 08 17:10:56 +0000 2015,"David de Gea is one gem of a player. 
A couple of great saves. 
Wouldn't trade him for Pele let alone Bale.
#MUFC #WHUMUN"
1842,Sun Feb 08 17:07:51 +0000 2015,Wouldn't really mind Fellaini right now. Game needs a big strong boxer given that elbows are going unpunished. #WHUMUN
1843,Sun Feb 08 17:05:53 +0000 2015,"Credit to the Hammers though. Good pressure, giving us no time on the ball.
#WHUMUN"
1844,Sun Feb 08 17:04:53 +0000 2015,"Herrera on for Falcao and Wazza pushed up top.
Andy Carrol has been a bigger influence on the game than Rooney as of now.
#MUFC #WHUMUN"
1845,Sun Feb 08 17:03:29 +0000 2015,"Dreadful half. 
Heavy first touches, no rhythm, sloppy passing.
#MUFC #WHUMUN"
1846,Sun Feb 08 15:21:33 +0000 2015,"McNair was as good a player at RB as we've had since Gaz played. 
And Mr. Zero Completed Crosses Valencia starts ahead of him. #WHUMUN #MUFC"
1847,Sun Feb 08 15:20:05 +0000 2015,"How do Herrera and McNair only make bench is beyond any logic.
#MUFC #WHUMUN"
1848,Sat Feb 07 21:57:21 +0000 2015,"I knew Stephen Hawking was great. 
Now I realize, he's just incredible. Unbelievable strength of character. Amazing.
#Hawking"
1849,Sat Feb 07 21:55:14 +0000 2015,Theory of Everything is easily the best movie I've seen this year.
1850,Sat Feb 07 19:32:51 +0000 2015,"Italian football? 
Very technical. Boring but get to learn.
Theory of Everything?
Slow but get to know.
Damn, this is a tough one!"
1851,Sat Feb 07 19:28:20 +0000 2015,"Theory of Everything or Milan-Juve.
Can't make up my mind."
1852,Sat Feb 07 19:11:02 +0000 2015,@twitter Paste functionality not working properly.
1853,Sat Feb 07 19:07:31 +0000 2015,"Ah, much more like a derby now. 

#EVELIV #MerseysideDerby"
1854,Sat Feb 07 19:06:37 +0000 2015,Lukaku making Falcao's dry run like a purple patch. #EVELIV #MerseysideDerby
1855,Sat Feb 07 19:00:15 +0000 2015,"Jagielka has been fantastic. 

 #EVELIV #MerseysideDerby"
1857,Sat Feb 07 18:58:33 +0000 2015,Coleman has to do much much better than that. #EVELIV #MerseysideDerby
1858,Sat Feb 07 18:45:01 +0000 2015,Daniel Sturridge is going to cause Everton a lot of pain. #MerseysideDerby
1859,Sat Feb 07 18:43:52 +0000 2015,"Keep possession Everton. 
Give Stevie G the goodbye he deserves. A nice derby defeat."
1860,Sat Feb 07 18:34:02 +0000 2015,Having a nightmare with #FPL captains.
1861,Sat Feb 07 18:33:40 +0000 2015,"A goal would really liven this game.
#MerseysideDerby"
1862,Sat Feb 07 18:32:29 +0000 2015,"Arsenal loss is always pleasing. Eases a bit of pressure on United too.
Could and should be some distance after tomorrow's game. #AFC"
